label,country,.geo
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.76471039783245,42.97854729577233]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.52396190168842,42.83841011144968]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.25356900116844,40.7085045728023]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.41474048598504,42.479982313086]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.89334457223651,40.58274043302556]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.01444204681768,43.04771757264953]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.24368753304313,41.14059422446379]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.47455456106185,40.713894464507014]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77603831897606,41.13250938690671]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.41419234825086,43.039632735092454]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.22859126198807,40.28809301983436]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.27495347921234,43.023463059978305]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.98587104650083,40.36983971068924]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6121718883071,40.95194801479869]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.18799198542771,40.721080986779974]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.7665070284007,42.20060625972482]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.60229042018179,40.97171095104932]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.04965143167331,40.66808038501692]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.95892158797724,40.62226630552682]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.72231449070387,42.98573381804528]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.29526455319714,42.48986378121131]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50347573892864,40.977100842754034]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.8680166555062,43.0414293656607]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.00563398275146,40.51896004785308]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.06132953036686,40.543214560524305]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.61022304037316,42.60125487644213]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.97651484470043,40.03117484857618]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.15762435454263,40.172210348182944]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44313639752691,42.50154187990486]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.69823506680761,43.046819257365414]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.06132953036686,40.6213679902427]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.02684337202038,42.84200337258616]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.06330124971008,40.09944681016926]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.8439601030192,42.33715018291099]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.53384336981374,42.93632647741871]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.87465504004498,40.257550300174294]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.18332532023214,42.84020674201792]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.12278801864619,42.75846005116305]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1536809158562,43.11149795782202]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.6425395191922,42.98303887219293]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.13588969894879,40.995965463720545]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04930125412336,42.8348168503132]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.41885901344644,40.69233489768815]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.03941978599805,42.74588363718537]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4414919843244,40.566570757911414]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.58953891742914,42.98573381804528]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.05935781102366,42.75935836644717]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78070498417163,42.92824163986163]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.40880245654616,42.90668207304277]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.7271562446744,40.427331888872885]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04570799298689,42.895003974349216]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6579859677972,41.00405030127762]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.03313157900922,41.495428761690995]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.91310750848714,40.68784332126755]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.98659427300997,42.87793598395094]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.33082411560272,40.906133935308596]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.89514120280475,40.861218171102614]}"
0,Kyrgyzstan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61648837595273,42.94171636912343]}"
