label,country,.geo
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.3997964322957,40.2162277971048]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.95602868194065,39.95212310357366]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.33511773183909,38.07554247504798]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.59922242537023,37.68567364174011]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.3539823528056,37.36497508530944]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.03867368807965,37.276940187465726]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.6342567214509,40.17670192460354]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.12491195535512,37.29490649314812]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.05843662433028,37.27604187218161]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.88129342458376,38.17705210215349]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.6820425202842,38.36569831181858]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.31355816502023,37.502417323779724]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.96663337657512,38.31269771005553]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.06634637311238,38.05308459294499]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.73504312204724,37.765623702026744]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.87338367580166,40.039259686133256]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.63156177559853,40.18478676216062]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.349490776385,40.38960264693987]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.90464962197086,40.202753067843005]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.20683373498497,37.126921535017765]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.74402627488844,40.147955835511716]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.44219233942428,37.594943798044035]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.48962796070765,39.947631527153064]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.19335900572318,37.37305992286652]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.10155575796801,39.92247869919772]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.77529222105765,37.9336086601571]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.38003349604507,40.640232611209214]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.75031448187728,37.77370853958382]}"
0,Tajikistan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.69372061897775,40.16322719534175]}"
